,row_index,piezo_station_department_code,piezo_station_update_date,piezo_station_investigation_depth,piezo_station_department_name,piezo_station_commune_code_insee,piezo_station_pe_label,piezo_station_bdlisa_codes,piezo_station_altitude,piezo_station_bss_code,piezo_station_commune_name,piezo_station_longitude,piezo_station_latitude,piezo_station_bss_id,piezo_bss_code,piezo_measurement_date,piezo_obtention_mode,piezo_status,piezo_qualification,piezo_continuity_code,piezo_continuity_name,piezo_producer_code,piezo_producer_name,piezo_measure_nature_code,piezo_measure_nature_name,meteo_id,meteo_name,meteo_latitude,meteo_longitude,meteo_altitude,meteo_date,meteo_rain_height,meteo_DRR,meteo_temperature_min,meteo_time_tn,meteo_temperature_max,meteo_time_tx,meteo_temperature_avg,meteo_temperature_avg_threshold,meteo_temperature_min_ground,meteo_temperature_min_50cm,meteo_frost_duration,meteo_amplitude_tn_tx,meteo_temperature_avg_tntm,meteo_pressure_avg,meteo_pression_maxi,meteo_wind_speed_avg_10m,meteo_wind_max,meteo_wind_direction_max_inst,meteo_time_wind_max,meteo_wind_avg,meteo_wind_direction_max_avg,meteo_time_wind_avg,meteo_wind_speed_avg_2m,meteo_wind_max_2m,meteo_wind_direction_max_inst_2m,meteo_time_wind_max_2m,meteo_wind_max_3s,meteo_time_wind_max_3s,meteo_humidity_min,meteo_time_humidity_min,meteo_humidity_max,meteo_time_humidity_max,meteo_humidity_duration_below_40%,meteo_humidity_duration_above_80%,meteo__pressure_saturation_avg,meteo_wetting_duration,meteo_humidity_avg,meteo_sunshine_duration,meteo_radiation,meteo_radiation_direct,meteo_sunshine_%,meteo_radiation_IR,meteo_radiation_UV_max,meteo_cloudiness,meteo_cloudiness_height,meteo_if_snow,meteo_if_fog,meteo_if_thunderstorm,meteo_if_sleet,meteo_if_hail,meteo_if_dew,meteo_if_black_ice,meteo_if_snow_ground,meteo_if_frost,meteo_if_smoke,meteo_if_mist,meteo_if_lightning,meteo_evapotranspiration_Monteith,meteo_evapotranspiration_grid,meteo_radiation_UV,meteo_snow_height,meteo_snow_thickness_max,meteo_snow_thickness_6h,distance_piezo_meteo,hydro_station_code,hydro_observation_date_elab,hydro_observation_result_elab,hydro_status_code,hydro_status_label,hydro_method_code,hydro_method_label,hydro_qualification_code,hydro_qualification_label,hydro_longitude,hydro_latitude,hydro_hydro_quantity_elab,distance_piezo_hydro,prelev_structure_code_0,prelev_volume_0,prelev_usage_label_0,prelev_volume_obtention_mode_label_0,prelev_longitude_0,prelev_latitude_0,prelev_commune_code_insee_0,prelev_structure_code_1,prelev_volume_1,prelev_usage_label_1,prelev_volume_obtention_mode_label_1,prelev_longitude_1,prelev_latitude_1,prelev_commune_code_insee_1,prelev_structure_code_2,prelev_volume_2,prelev_usage_label_2,prelev_volume_obtention_mode_label_2,prelev_longitude_2,prelev_latitude_2,prelev_commune_code_insee_2,prelev_other_volume_sum,insee_%_agri,insee_pop_commune,insee_med_living_level,insee_%_ind,insee_%_const,piezo_groundwater_level_category
10,10,01,Fri Jun 28 07:31:38 CEST 2024,15.0,Ain,01022, PIEZOMETRE – CONFLUENCE (ARTEMARE – BRGM 01),['712AH37'],246.31,BSS003EFKG/X,Artemare,5.68701235697509,45.8741934000865,BSS003EFKG,BSS003EFKG/X,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,196.0,Service Géologique Régional Rhône-Alpes (196),N,Naturel,1414001,SUTRIEU,5.624667,45.916167,878,2020-01-01,0.0,,-0.6,1759.0,10.1,1321.0,3.5,4.75,,,339.0,10.7,4.8,,,,,,,,,,,,,,,,38.0,1314.0,95.0,2127.0,21.0,362.0,4.9,,64.0,458.0,699.0,,90.0,,,,,,,,,,,,,,,,,0.9,0.9,,,0.0,0.0,6.712836248085979,V142501001,2020-01-01,1833.0,16,Donnée validée,12,Interpolation,20,Bonne,5.685831498,45.874843213,QmJ,0.1165262681501565,OPR0000048924,10743145235.0,EAU TURBINEE (barrage),Mesure indirecte,5.811394453689891,45.87886223180411,1010.0,OPR0000048938,10608280884.0,EAU TURBINEE (barrage),Mesure indirecte,5.832829988488969,45.95858543824033,1407.0,OPR0000048929,10382890609.0,EAU TURBINEE (barrage),Mesure indirecte,5.812855315085136,46.05262309868395,1189.0,11472760160.0,0,1177.0,22000,3.3,8.4,Very High
11,11,01,Fri Jun 28 07:31:38 CEST 2024,,Ain,01386,PIEZOMETRE – CNR (ST SORLIN EN BUGEY – BRGM 01),['712AH57'],197.96,BSS003EFOW/X,Saint-Sorlin-en-Bugey,5.37237247937614,45.8774796137497,BSS003EFOW,BSS003EFOW/X,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,196.0,Service Géologique Régional Rhône-Alpes (196),N,Naturel,1089001,AMBERIEU,5.329333,45.9765,250,2020-01-01,0.0,0.0,-2.2,306.0,0.0,1322.0,-1.2,-1.1,-1.3,-1.5,1440.0,2.2,-1.1,1034.4,1033.6,,3.8,20.0,1130.0,2.4,360.0,1204.0,,,,,3.7,1130.0,97.0,1.0,98.0,1129.0,0.0,1440.0,5.5,,97.0,0.0,184.0,,0.0,,,,,0.0,1.0,,,,,,,,0.0,0.0,,0.2,0.2,,,0.0,0.0,11.502775006303253,V293401001,2020-01-01,8817.0,16,Donnée validée,12,Interpolation,20,Bonne,5.331709625,45.954757013,QmJ,9.150536174311515,OPR0000048937,12492016256.0,EAU TURBINEE (barrage),Mesure indirecte,5.405994911069223,45.853164976728806,1396.0,OPR0000124916,1572483960.0,ENERGIE,Mesure indirecte,5.272823745743039,45.79857368062911,1390.0,OPR0000048932,926308000.0,EAU TURBINEE (barrage),Mesure indirecte,5.377264685535519,46.08098929540223,1273.0,479625524.0,0,1125.0,26690,15.3,1.1,Average
12,12,01,Sun Jul 14 13:00:02 CEST 2024,23.0,Ain,01385,PIEZOMETRE - RUISSEAU DES POCHES (ST-REMY - BRGM 01) - BSH,['507AC00'],223.87,06512X0037/STREMY,Saint-Rémy,5.18713262971692,46.1909541655103,BSS001REWW,06512X0037/STREMY,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,196.0,Service Géologique Régional Rhône-Alpes (196),N,Naturel,1072001,CEYZERIAT_SAPC,5.287667,46.204333,260,2020-01-01,0.0,,-2.1,510.0,0.4,2034.0,-0.8,-0.85,,,1103.0,2.5,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,7.879449847926666,U421601001,2020-01-01,357.0,16,Donnée validée,12,Interpolation,20,Bonne,5.141201476,46.192824866,QmM,3.541626286412103,OPR0000048932,926308000.0,EAU TURBINEE (barrage),Mesure indirecte,5.377264685535519,46.08098929540223,1273.0,OPR0000607519,13944182.0,EAU TURBINEE (barrage),Mesure indirecte,4.990414464920058,46.221056737888496,1457.0,OPR0000043809,2390822.0,EAU POTABLE,Mesure directe,5.202570346125899,46.11616588588932,1211.0,13112967.0,2.6,943.0,27430,11.1,52.1,Average
13,13,01,Fri Jun 28 07:31:38 CEST 2024,19.0,Ain,01027,Piézomètre de Balan,['521AH00'],195.0,06991X0220/PZ,Balan,5.09963463814513,45.8368967482732,BSS001TQVJ,06991X0220/PZ,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2.0,Point lié au point précédent,856.0,Conseil Général de l'Ain (856),,,1027003,BALAN_AERO,5.106667,45.833,196,2020-01-01,,,-1.4,321.0,0.6,1524.0,-0.6,-0.4,,,1228.0,2.0,-0.4,,,,,,,,,,,,,,,,99.0,1.0,99.0,1.0,0.0,1440.0,5.8,,99.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.6961115983125592,V300561001,2020-01-01,345.0,16,Donnée validée,12,Interpolation,20,Bonne,5.057738124,45.853261796,QmJ,3.720608720413624,OPR0000049345,11990428267.0,EAU TURBINEE (barrage),Mesure indirecte,4.913877590504847,45.76782259451939,69266.0,OPR0000124916,1572483960.0,ENERGIE,Mesure indirecte,5.272823745743039,45.79857368062911,1390.0,OPR0000049346,698123974.0,EAU TURBINEE (barrage),Mesure indirecte,5.085060232188761,45.81282810297125,69266.0,511992609.0,0.6,2692.0,25770,50.4,8.2,Average
14,14,01,Fri Jun 28 07:31:38 CEST 2024,8.0,Ain,01379,Piézomètre de St-Maurice-de-Rémens,['712GB05'],224.0,06757X0071/PZ,Saint-Maurice-de-Rémens,5.27617215763516,45.9638739197992,BSS001SDAF,06757X0071/PZ,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2.0,Point lié au point précédent,856.0,Conseil Général de l'Ain (856),,,1089001,AMBERIEU,5.329333,45.9765,250,2020-01-01,0.0,0.0,-2.2,306.0,0.0,1322.0,-1.2,-1.1,-1.3,-1.5,1440.0,2.2,-1.1,1034.4,1033.6,,3.8,20.0,1130.0,2.4,360.0,1204.0,,,,,3.7,1130.0,97.0,1.0,98.0,1129.0,0.0,1440.0,5.5,,97.0,0.0,184.0,,0.0,,,,,0.0,1.0,,,,,,,,0.0,0.0,,0.2,0.2,,,0.0,0.0,4.341746480519364,V293401001,2020-01-01,8817.0,16,Donnée validée,12,Interpolation,20,Bonne,5.331709625,45.954757013,QmJ,4.41107592641591,OPR0000048937,12492016256.0,EAU TURBINEE (barrage),Mesure indirecte,5.405994911069223,45.853164976728806,1396.0,OPR0000048934,2206199675.0,EAU TURBINEE (barrage),Mesure indirecte,5.421807985545522,46.11202044770287,1303.0,OPR0000124916,1572483960.0,ENERGIE,Mesure indirecte,5.272823745743039,45.79857368062911,1390.0,1299775440.0,23.3,756.0,24110,2.2,5.6,High
15,15,01,Fri Jun 28 07:31:38 CEST 2024,19.0,Ain,01443,Piézomètre du Cimetière (Villars-les-Dombes - 01),['507AA00'],280.0,06744X0025/PZ,Villars-les-Dombes,5.03143578995764,46.0056049924038,BSS001SBSW,06744X0025/PZ,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2.0,Point lié au point précédent,856.0,Conseil Général de l'Ain (856),,,1235001,MARLIEUX,5.044333,46.0385,280,2020-01-01,0.2,,-2.1,318.0,-0.2,1413.0,-1.1,-1.15,,,1440.0,1.9,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,3.7908892825736498,U440501001,2020-01-01,213.0,16,Donnée validée,12,Interpolation,20,Bonne,5.028446513,45.998314215,QmM,0.8429359562533096,OPR0000049346,698123974.0,EAU TURBINEE (barrage),Mesure indirecte,5.085060232188761,45.81282810297125,69266.0,OPR0000607519,13944182.0,EAU TURBINEE (barrage),Mesure indirecte,4.990414464920058,46.221056737888496,1457.0,OPR0000043480,3325984.0,EAU POTABLE,Mesure directe,5.106981674161982,45.82678934680872,1027.0,34355263.0,1.6,4954.0,24480,3.4,5.8,Average
16,16,01,Fri Jun 28 07:31:38 CEST 2024,12.0,Ain,01367,Piézomètre (St-Julien-sur-Reyssouze - 01),['505AB00'],184.0,06261X0007/PZ,Saint-Julien-sur-Reyssouze,5.10664595385254,46.4029467906164,BSS001PZWJ,06261X0007/PZ,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2.0,Point lié au point précédent,856.0,Conseil Général de l'Ain (856),,,1367002,SAINT JULIEN SUR REYSSOUZE,5.109833,46.403167,189,2020-01-01,0.4,,-1.5,442.0,0.9,1449.0,-0.1,-0.3,,,691.0,2.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.2455996780100036,U344503001,2020-01-01,2492.0,12,Donnée pré-validée,12,Interpolation,20,Bonne,5.243610436,46.500880247,QmJ,15.122271268087635,OPR0000049371,59237062.0,EAU TURBINEE (barrage),Mesure indirecte,5.005796421613439,46.55866847161983,71158.0,OPR0000607519,13944182.0,EAU TURBINEE (barrage),Mesure indirecte,4.990414464920058,46.221056737888496,1457.0,OPR0000600539,1317499.0,EAU POTABLE,Mesure directe,4.959128162300784,46.51338089941981,71549.0,7882288.0,6.2,707.0,22270,14.1,34.4,High
17,17,01,Fri Jun 28 07:31:38 CEST 2024,9.0,Ain,01365,Piézomètre du Grand Pré (St-Jean-sur-Veyle - 01),['710FD01'],179.0,06503X0028/PZ,Saint-Jean-sur-Veyle,4.92733683491122,46.2531918478373,BSS001RECW,06503X0028/PZ,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2.0,Point lié au point précédent,856.0,Conseil Général de l'Ain (856),,,71105001,MACON,4.794333,46.2945,219,2020-01-01,0.0,0.0,-1.5,821.0,0.5,1350.0,-0.2,-0.5,-1.0,-1.4,922.0,2.0,-0.5,1034.1,1033.2,1.3,3.5,160.0,2110.0,2.5,170.0,2133.0,,,,,3.4,2110.0,98.0,750.0,100.0,2208.0,0.0,1440.0,6.0,,99.0,0.0,152.0,,0.0,,,,,0.0,1.0,0.0,,,,0.0,0.0,,0.0,1.0,,0.0,0.0,,,0.0,0.0,11.207103128087676,U423402001,2020-01-01,3514.0,16,Donnée validée,12,Interpolation,20,Bonne,4.950840959,46.237236258,QmM,2.5327076030575166,OPR0000130160,825042913.0,EAU TURBINEE (barrage),Mesure indirecte,4.769990948275643,46.14999546812447,69077.0,OPR0000607519,13944182.0,EAU TURBINEE (barrage),Mesure indirecte,4.990414464920058,46.221056737888496,1457.0,OPR0000607691,2090254.0,EAU POTABLE,Mesure directe,4.834832712180532,46.36170924277512,71270.0,19002571.0,2.1,1159.0,24530,22.9,9,Low
18,18,01,Sun Jul 14 13:00:02 CEST 2024,9.0,Ain,01320,PIEZOMETRE - CHANAY (REPLONGES - BRGM 01) - BSH,['710IG01'],174.89,06256X0188/PZ,Replonges,4.85565826196734,46.2925797713296,BSS001PZGD,06256X0188/PZ,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,196.0,Service Géologique Régional Rhône-Alpes (196),N,Naturel,71105001,MACON,4.794333,46.2945,219,2020-01-01,0.0,0.0,-1.5,821.0,0.5,1350.0,-0.2,-0.5,-1.0,-1.4,922.0,2.0,-0.5,1034.1,1033.2,1.3,3.5,160.0,2110.0,2.5,170.0,2133.0,,,,,3.4,2110.0,98.0,750.0,100.0,2208.0,0.0,1440.0,6.0,,99.0,0.0,152.0,,0.0,,,,,0.0,1.0,0.0,,,,0.0,0.0,,0.0,1.0,,0.0,0.0,,,0.0,0.0,4.716558463089714,U430001001,2020-01-01,365436.0,16,Donnée validée,12,Interpolation,20,Bonne,4.830241937,46.296770588,QmM,2.0075710310895416,OPR0000130160,825042913.0,EAU TURBINEE (barrage),Mesure indirecte,4.769990948275643,46.14999546812447,69077.0,OPR0000607519,13944182.0,EAU TURBINEE (barrage),Mesure indirecte,4.990414464920058,46.221056737888496,1457.0,OPR0000607691,2090254.0,EAU POTABLE,Mesure directe,4.834832712180532,46.36170924277512,71270.0,17209691.0,0.3,3899.0,24890,16.4,17.4,Average
19,19,02,Fri Jun 28 07:31:38 CEST 2024,19.95,Aisne,02705,PIEZOMETRE DE SELVE(LA) - 02,['121AM01'],94.0,00855X0001/S1,La Selve,3.99896203374192,49.5701589598057,BSS000FYHV,00855X0001/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2705001,NIZY-LE-COMTE,4.0365,49.566,90,2020-01-01,0.2,,-1.2,1845.0,1.2,625.0,0.5,0.0,,,366.0,2.4,0.0,,,4.0,9.2,120.0,946.0,6.7,130.0,955.0,,,,,8.7,946.0,94.0,1.0,100.0,1723.0,0.0,1440.0,6.2,,99.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.7462607526989964,H710202001,2020-01-01,2377.0,16,Donnée validée,12,Interpolation,20,Bonne,4.014892934,49.698327419,QmM,14.297787837653043,OPR0000041111,79063600.0,CANAUX,Volume forfaitaire,3.915208515662956,49.40331251456945,2073.0,OPR0000199720,13234760.0,CANAUX,Volume forfaitaire,4.123013461002554,49.482399210222006,8024.0,OPR0000586004,908563.0,EAU POTABLE,Mesure directe,4.0711724293568246,49.46539039428558,8039.0,14155814.0,11.1,202.0,20440,0,44.4,Average
20,20,02,Fri Jun 28 07:31:38 CEST 2024,12.53,Aisne,02053,PIEZOMETRE DE BAULNE-EN-BRIE - 02,['113BA01'],189.0,01568X0101/S1,Vallées en Champagne,3.58544893177343,48.9871119614491,BSS000LSTC,01568X0101/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2094001,BLESMES,3.462667,49.009667,222,2020-01-01,0.4,,-0.9,623.0,2.4,545.0,0.4,0.75,,,483.0,3.3,0.8,,,3.5,6.6,130.0,1812.0,5.3,130.0,1633.0,,,,,6.4,1812.0,91.0,122.0,99.0,655.0,0.0,1440.0,6.2,,98.0,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,9.30177541671146,F619000101,2020-01-01,2910.0,16,Donnée validée,12,Interpolation,12,Douteuse,3.531462464,49.025073927,QmJ,5.772784279531375,OPR0000585997,1740154.0,EAU POTABLE,Mesure directe,3.388086749691936,48.9857063056223,2186.0,OPR0000199445,1500067.0,EAU POTABLE,Mesure directe,3.565858984247511,48.95793756753149,2590.0,OPR0000199454,1500067.0,EAU POTABLE,Mesure directe,3.565858984247511,48.95793756753149,2590.0,8787325.0,54.7,581.0,26580,0,17,High
21,21,02,Fri Jun 28 07:31:38 CEST 2024,38.5,Aisne,02810,PIEZOMETRE DE VILLERS-COTTERETS - 02,"['113AQ37', '113AV01']",138.0,01293X0071/S1,Villers-Cotterêts,3.09820668837218,49.2492204091364,BSS000JZSV,01293X0071/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,60260001,FRESNOY-LA-RIVIERE,2.918333,49.284833,61,2020-01-01,0.6,,-4.4,347.0,3.3,551.0,0.8,-0.55,,,442.0,7.7,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,13.638889724096662,H751303001,2020-01-01,100.0,16,Donnée validée,12,Interpolation,20,Bonne,3.0338453,49.24168404,QmJ,4.746570185970762,OPR0000041101,96394000.0,CANAUX,Mesure directe,3.0793659293030338,49.13728457502251,60380.0,OPR0000041101,42761879.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,3.0793659293030338,49.13728457502251,60380.0,OPR0000199440,11847000.0,CANAUX,Mesure directe,3.094406270519774,49.1118653123466,2512.0,26382644.0,2.3,10454.0,20260,19,3.4,Low
22,22,02,Fri Jun 28 07:31:38 CEST 2024,12.23,Aisne,02608,PIEZOMETRE DE PLOMION - 02,['121AL30'],219.0,00671X0052/S1,Plomion,4.03581172408548,49.8384963750084,BSS000EZBH,00671X0052/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2381001,HIRSON,4.077167,49.922,165,2020-01-01,0.2,,-1.6,2013.0,2.1,1304.0,1.5,0.25,,,0.0,3.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,9.746547079872176,H703301001,2020-01-01,6267.0,16,Donnée validée,12,Interpolation,20,Bonne,4.014788758,49.895810971,QmM,6.54878812897511,OPR0000041877,1756845.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,4.076879616648704,50.05160543161604,59261.0,OPR0000041865,719791.0,EAU POTABLE,Mesure directe,4.014863777785561,50.04748181715432,59229.0,OPR0000034438,433055.0,EAU POTABLE,Mesure directe,4.012352446568868,49.88450052110964,2574.0,2761994.0,0,461.0,18580,0,5,Low
23,23,02,Fri Jun 28 07:31:38 CEST 2024,32.5,Aisne,02305,PIEZOMETRE DE FERE-EN-TARDENOIS - 02,['113AQ39'],125.0,01308X0082/S1,Fère-en-Tardenois,3.51321897701631,49.2029179932507,BSS000KCKN,01308X0082/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2585001,PARCY-ET-TIGNY,3.331,49.280167,148,2020-01-01,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.772522332348617,H643201001,2020-01-01,7394.0,16,Donnée validée,12,Interpolation,20,Bonne,3.527082387,49.337094694,QmJ,14.953635573784542,OPR0000040190,2896052.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,3.408214215035747,49.369780080303535,2780.0,OPR0000034482,647567.0,EAU POTABLE,Mesure directe,3.3829900096788315,49.05567624623704,2168.0,OPR0000034464,468978.0,EAU POTABLE,Mesure directe,3.607119266424856,49.00134032130858,2053.0,6561346.0,0.1,2925.0,19780,21.4,1.3,Average
24,24,02,Fri Jun 28 07:31:38 CEST 2024,21.03,Aisne,02286,PIEZOMETRE DE ESQUEHERIES - 02,['121AL30'],182.0,00502X0003/S1,Esquéhéries,3.77409038966949,49.9951273330588,BSS000EGEP,00502X0003/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),0,Inconnue,2321002,FONTAINE-LES-VV,3.877833,49.837333,186,2020-01-01,0.0,,-0.1,1711.0,1.1,541.0,0.6,0.5,,,294.0,1.2,0.5,,,4.2,10.9,160.0,711.0,7.0,170.0,714.0,,,,,10.4,711.0,88.0,4.0,100.0,1544.0,0.0,1440.0,6.3,,99.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,19.05342321393229,H705311001,2020-01-01,264.0,16,Donnée validée,12,Interpolation,20,Bonne,3.751619211,50.00939479,QmJ,2.2574910884017547,OPR0000041106,41041000.0,CANAUX,Volume forfaitaire,3.6803079652053374,50.00219785164117,2298.0,OPR0000041107,14630000.0,CANAUX,Volume forfaitaire,3.586560322260586,49.93318355666909,2757.0,OPR0000199721,14630000.0,CANAUX,Volume forfaitaire,3.6199118265114585,49.9291383805648,2422.0,21013459.0,28.3,855.0,21000,26.4,0,Average
25,25,02,Fri Jun 28 07:31:38 CEST 2024,18.74,Aisne,02023,PIEZOMETRE DE ARMENTIERES-SUR-OURCQ - 02,['113AQ29'],124.0,01306X0023/S1,Armentières-sur-Ourcq,3.38069714691001,49.1669639063263,BSS000KBUZ,01306X0023/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2585001,PARCY-ET-TIGNY,3.331,49.280167,148,2020-01-01,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.094796592561307,H552201001,2020-01-01,2478.0,16,Donnée validée,12,Interpolation,20,Bonne,3.249307198,49.194286799,QmJ,10.021762287463412,OPR0000040190,2896052.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,3.408214215035747,49.369780080303535,2780.0,OPR0000585997,1740154.0,EAU POTABLE,Mesure directe,3.388086749691936,48.9857063056223,2186.0,OPR0000034482,647567.0,EAU POTABLE,Mesure directe,3.3829900096788315,49.05567624623704,2168.0,8862960.0,14.3,99.0,22610,0,42.9,Very Low
26,26,02,Fri Jun 28 07:31:38 CEST 2024,19.18,Aisne,02003,ACY 01066X0133,['113AV01'],85.0,01066X0133/S1,Acy,3.41498532923408,49.3556006366428,BSS000HFUA,01066X0133/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2585001,PARCY-ET-TIGNY,3.331,49.280167,148,2020-01-01,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.364086325445204,H650102001,2020-01-01,83098.0,16,Donnée validée,12,Interpolation,20,Bonne,3.329727656,49.387004436,QmM,7.092296523089959,OPR0000041108,36786750.0,CANAUX,Volume forfaitaire,3.5528600234201453,49.46921037888129,2490.0,OPR0000199723,36786750.0,CANAUX,Volume forfaitaire,3.284016962517774,49.51232640135025,2363.0,OPR0000040190,2896052.0,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",Mesure directe,3.408214215035747,49.369780080303535,2780.0,13065424.0,3.7,1016.0,23020,72,1.6,Very Low
27,27,02,Fri Jun 28 07:31:38 CEST 2024,32.3,Aisne,02676,PIEZOMETRE DE SAINT-ERME-OUTRE-ET-RAMECOURT - 02,['121AM01'],99.0,00847X0043/S1,Saint-Erme-Outre-et-Ramecourt,3.86369554850709,49.5212768580022,BSS000FXUB,00847X0043/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2346001,GIZY,3.781,49.599833,75,2020-01-01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.577152030971645,H632101101,2020-01-01,86443.0,16,Donnée validée,12,Interpolation,20,Bonne,3.900402917,49.401050557,QmJ,13.629245067128696,OPR0000041111,79063600.0,CANAUX,Volume forfaitaire,3.915208515662956,49.40331251456945,2073.0,OPR0000586004,908563.0,EAU POTABLE,Mesure directe,4.0711724293568246,49.46539039428558,8039.0,OPR0000586005,824225.0,EAU POTABLE,Mesure directe,4.0711724293568246,49.46539039428558,8039.0,14551258.0,0.8,1705.0,21480,11.6,6,High
28,28,02,Fri Jun 28 07:31:38 CEST 2024,47.17,Aisne,02223,PIEZOMETRE DE COURBOIN - 02,"['107AK01', '110AA01', '113BA01']",223.0,01567X0083/S1,Courboin,3.48385797803689,49.0024746549491,BSS000LSKH,01567X0083/S1,2020-01-01,Valeur mesurée,Donnée contrôlée niveau 2,Correcte,2.0,Point lié au point précédent,265.0,Service Géologique Régional Nord - Pas de Calais (265),N,Naturel,2094001,BLESMES,3.462667,49.009667,222,2020-01-01,0.4,,-0.9,623.0,2.4,545.0,0.4,0.75,,,483.0,3.3,0.8,,,3.5,6.6,130.0,1812.0,5.3,130.0,1633.0,,,,,6.4,1812.0,91.0,122.0,99.0,655.0,0.0,1440.0,6.2,,98.0,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,1.740344891683174,F619000101,2020-01-01,2910.0,16,Donnée validée,12,Interpolation,12,Douteuse,3.531462464,49.025073927,QmJ,4.285817888805333,OPR0000585997,1740154.0,EAU POTABLE,Mesure directe,3.388086749691936,48.9857063056223,2186.0,OPR0000199445,1500067.0,EAU POTABLE,Mesure directe,3.565858984247511,48.95793756753149,2590.0,OPR0000199454,1500067.0,EAU POTABLE,Mesure directe,3.565858984247511,48.95793756753149,2590.0,8903162.0,0,302.0,21900,0,63.6,Average
